Timestamp,What is your background in philosophy,Where in the world did most of your childhood education and upbringing take place? ,I have thoughts,I can see red,I can smell coffee,There is something it is like to see red,There is a property of what it is like to see red,There are phenomenal properties,Consciousness exists,I know what Consciousness is,Consciousness cannot be explained by Science,Consciousness can be explained by Philosophy,It is possible for a Computer to have Consciousness,Consciousness is private (someone else could not know my consciousness) ,I can imagine myself as a bat,I can know what it's like to be a bat,The smell of coffee is a private phenomenal property,I have qualia,It is possible for everything about my body and brain to be the same and for me not to have a mind,I have an intuition that Consciousness exists,There is something in common to all of my sensory experiences,Whether or not I am seeing red is a fact,There is something in common to all of my red experiences,I would describe my views on mind as
11/12/2024 16:28:52,No background,"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Unsure: I do not understand the question,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Slightly disagree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Materialist
11/12/2024 16:35:54,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Unsure: I do not understand the question,Unsure: I do not understand the question or think it is confused,Strongly agree,Strongly agree,Slightly agree,Unsure: I understand the question,Unsure: I understand the question,Slightly disagree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Unsure: I do not understand the question or think it is confused,Strongly agree,Unsure: I do not understand the question or think it is confused,Unsure
11/12/2024 16:41:40,Some formal education in philosophy (high school or otherwise),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Slightly agree,Unsure: I understand the question,Unsure: I understand the question,Slightly agree,Strongly Disagree,Slightly disagree,Unsure: I understand the question,Unsure: I understand the question,Slightly agree,Slightly agree,Unsure: I understand the question,Strongly agree,Unsure
11/12/2024 16:45:38,Formal university education in philosophy,"Western World (North America, EU, AUS/NZ)",Slightly agree,Slightly agree,Strongly Disagree,Strongly agree,Slightly agree,Unsure: I do not understand the question or think it is confused,Strongly agree,Slightly disagree,Strongly agree,Unsure: I understand the question,Slightly agree,Strongly agree,Slightly disagree,Slightly disagree,Strongly agree,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Strongly agree,Strongly agree,Unsure: I do not understand the question or think it is confused,Unsure: I understand the question,Dualist
11/12/2024 16:51:56,I am an academic full-time philosopher,"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Unsure: I understand the question,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Epiphenomenalist Physicalist
11/12/2024 18:20:24,Formal university education in philosophy,"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Slightly disagree,Slightly disagree,Slightly disagree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Unsure: I understand the question,Slightly agree,Slightly disagree,Strongly Disagree,Slightly agree,Slightly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Materialist
11/12/2024 18:42:39,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly Disagree,Slightly Disagree,Strongly Disagree,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Materialist
11/12/2024 18:49:07,Formal university education in philosophy,"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Strongly agree,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Slightly disagree,Slightly agree,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Slightly Disagree,Unsure: I do not understand the question or think it is confused,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Dualist
11/12/2024 19:54:41,Formal university education in philosophy,"Western World (North America, EU, AUS/NZ)",Slightly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Strongly agree,Slightly disagree,Strongly Disagree,Slightly disagree,Strongly agree,Slightly agree,Strongly agree,Slightly disagree,Strongly agree,Slightly agree,Unsure
11/12/2024 21:08:06,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,Slightly agree,Strongly agree,Strongly agree,Unsure: I understand the question,Unsure: I understand the question,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Materialist
11/12/2024 22:06:45,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Slightly agree,Strongly agree,Strongly agree,Unsure: I do not understand the question,Strongly Disagree,Strongly Disagree,Slightly disagree,Unsure: I understand the question,Slightly disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Slightly agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Slightly disagree,Strongly agree,Strongly agree,Materialist
11/12/2024 22:07:08,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Strongly agree,Strongly agree,Strongly Disagree,Slightly agree,Unsure: I understand the question,Slightly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,Idealist
11/12/2024 22:13:17,No background,"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly Disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,Materialist
11/12/2024 23:19:24,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Materialist - no Brain no mind. But Mysterian - we can’t solve the hard problem 
11/12/2024 23:55:08,Personal Interest (I read philosophy books and listen to philosophy podcasts),Asia,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly disagree,Strongly agree,Slightly disagree,Strongly Disagree,Strongly Disagree,Slightly disagree,Slightly disagree,Slightly disagree,Unsure: I do not understand the question or think it is confused,Slightly disagree,Slightly Disagree,Strongly Disagree,Unsure: I do not understand the question or think it is confused,Slightly agree,Slightly agree,Slightly agree,Materialist
11/13/2024 0:11:02,Formal university education in philosophy,South America,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Unsure: I do not understand the question or think it is confused,Strongly agree,Strongly agree,Strongly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Panpsychist
11/13/2024 0:12:08,No background,"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Unsure: I understand the question,Slightly agree,Unsure: I do not understand the question or think it is confused,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Slightly agree,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,Slightly agree,Unsure
11/13/2024 1:15:19,Some formal education in philosophy (high school or otherwise),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Unsure: I do not understand the question,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Strongly agree,Slightly agree,Slightly disagree,Slightly disagree,Strongly Disagree,Slightly agree,Slightly agree,Strongly Disagree,Strongly Disagree,Unsure: I do not understand the question or think it is confused,Strongly Disagree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Unsure
11/13/2024 1:56:06,I am an academic full-time philosopher,"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Slightly agree,Slightly disagree,Strongly Disagree,Slightly disagree,Strongly agree,Slightly disagree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Unsure: I do not understand the question or think it is confused,Slightly agree,Slightly agree,quietist
11/13/2024 2:24:09,Some formal education in philosophy (high school or otherwise),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Slightly agree,Unsure: I do not understand the question or think it is confused,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Strongly Disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly Disagree,Strongly agree,Slightly disagree,Strongly agree,Slightly agree,Materialist
11/13/2024 3:50:22,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Unsure: I understand the question,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Strongly agree,Unsure: I understand the question,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Strongly Disagree,Strongly Disagree,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Strongly agree,Unsure: I do not understand the question or think it is confused,Strongly agree,Strongly agree,Unsure
11/13/2024 8:07:24,Some formal education in philosophy (high school or otherwise),"Western World (North America, EU, AUS/NZ)",Unsure: I do not understand the question or think it is confused,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Slightly disagree,Strongly agree,Slightly agree,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Strongly agree,Unsure: I understand the question,Buddhist
11/13/2024 8:23:29,No background,"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Unsure: I do not understand the question,Slightly agree,Unsure: I do not understand the question or think it is confused,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly disagree,Strongly agree,Strongly Disagree,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Slightly agree,Slightly agree,Strongly agree,Slightly disagree,Unsure: I do not understand the question or think it is confused,Maybr unsure. But Realist if that makes sense. 
11/13/2024 8:42:01,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Unsure: I do not understand the question or think it is confused,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly agree,Slightly disagree,Slightly disagree,Slightly agree,Strongly Disagree,Unsure: I do not understand the question or think it is confused,Strongly Disagree,Unsure: I do not understand the question or think it is confused,Slightly agree,Strongly agree,Strongly agree,Materialist
11/13/2024 9:10:21,Personal Interest (I read philosophy books and listen to philosophy podcasts),Africa,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Unsure: I do not understand the question or think it is confused,Strongly agree,Strongly agree,Slightly disagree,Slightly agree,Slightly agree,Unsure: I understand the question,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Idealist
11/13/2024 9:28:00,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Slightly agree,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,Strongly agree,Strongly agree,Slightly disagree,Strongly Disagree,Slightly agree,Strongly Disagree,Unsure: I understand the question,Slightly agree,Strongly agree,Slightly agree,Strongly agree,"50% Materialist, 50% Panpsychist"
11/13/2024 10:28:35,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Unsure: I understand the question,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Strongly agree,Strongly agree,Slightly disagree,Unsure: I do not understand the question or think it is confused,Strongly Disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Strongly agree,Strongly Disagree,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Strongly agree,Unsure: I do not understand the question or think it is confused,"Brain and mind are the same. Consciousness is 'the silent being'. I have followed the pointings of a nondualist for some time and find this 'seeing' to help my 'troubled' brain to find peace of mind. When you have seen the unseeable, you cannot unsee it."
11/13/2024 10:51:50,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Unsure: I do not understand the question or think it is confused,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly Disagree,Strongly agree,Slightly disagree,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Unsure: I do not understand the question or think it is confused,Strongly agree,Slightly agree,Unsure
11/13/2024 11:49:11,Some formal education in philosophy (high school or otherwise),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Slightly agree,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Strongly agree,Strongly Disagree,Slightly disagree,Strongly Disagree,Slightly agree,Slightly agree,Slightly agree,Strongly Disagree,Strongly Disagree,Unsure: I understand the question,Strongly Disagree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Materialist
11/13/2024 12:10:19,Personal Interest (I read philosophy books and listen to philosophy podcasts),Asia,Strongly agree,Strongly agree,Strongly agree,Unsure: I understand the question,Unsure: I do not understand the question or think it is confused,Strongly Disagree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Strongly agree,Slightly disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Unsure: I do not understand the question or think it is confused,Slightly agree,Strongly agree,Strongly agree,Panexperientialism - process view
11/13/2024 13:13:33,Formal university education in philosophy,"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Strongly agree,Unsure: I understand the question,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Unsure
11/13/2024 13:59:17,Formal university education in philosophy,"Western World (North America, EU, AUS/NZ)",Strongly agree,Slightly disagree,Unsure: I do not understand the question or think it is confused,Strongly agree,Strongly agree,Slightly disagree,Slightly agree,Slightly disagree,Strongly Disagree,Slightly agree,Slightly agree,Strongly Disagree,Slightly disagree,Strongly Disagree,Strongly Disagree,Slightly agree,Strongly Disagree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Physicalist
11/13/2024 14:10:11,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Idealist
11/13/2024 15:23:24,I am an academic full-time philosopher,"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Unsure: I understand the question,Slightly agree,Slightly agree,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Unsure: I do not understand the question or think it is confused,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Dualist
11/13/2024 16:53:48,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Strongly agree,Slightly disagree,Unsure: I understand the question,Unsure: I understand the question,Slightly disagree,Slightly agree,Strongly agree,Slightly disagree,Unsure: I do not understand the question or think it is confused,Strongly agree,Strongly Disagree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Dualist
11/13/2024 18:50:49,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Unsure: I understand the question,Unsure: I understand the question,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Strongly Disagree,Slightly agree,Unsure: I understand the question,Slightly disagree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Unsure
11/13/2024 19:44:48,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Slightly agree,Slightly agree,Slightly agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Slightly agree,Slightly disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Slightly agree,Strongly Disagree,Strongly agree,Unsure
11/13/2024 20:31:39,Formal university education in philosophy,"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly disagree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly Disagree,Strongly Disagree,Slightly Disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Slightly agree,Slightly agree,Materialist
11/13/2024 20:32:34,Formal university education in philosophy,"Western World (North America, EU, AUS/NZ)",Slightly agree,Unsure: I do not understand the question or think it is confused,Slightly agree,Unsure: I do not understand the question,Unsure: I do not understand the question or think it is confused,Unsure: I understand the question,Slightly agree,Slightly agree,Unsure: I understand the question,Strongly agree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly Disagree,Unsure: I do not understand the question or think it is confused,Unsure: I understand the question,Slightly disagree,Slightly agree,Unsure: I understand the question,Slightly agree,Unsure: I do not understand the question or think it is confused,Materialist
11/13/2024 20:33:38,No background,"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Unsure: I do not understand the question,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Materialist
11/13/2024 21:32:11,Formal university education in philosophy,"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Slightly disagree,Strongly agree,Strongly Disagree,Unsure: I understand the question,Unsure: I do not understand the question or think it is confused,Slightly Disagree,Slightly disagree,Unsure: I do not understand the question or think it is confused,Strongly agree,Strongly agree,Strongly agree,Materialist
11/13/2024 21:46:08,No background,"Western World (North America, EU, AUS/NZ)",Slightly agree,Strongly agree,Strongly agree,Unsure: I understand the question,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Slightly agree,Unsure: I understand the question,Unsure: I understand the question,Slightly disagree,Unsure: I understand the question,Unsure: I understand the question,Strongly Disagree,Strongly Disagree,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Strongly Disagree,Unsure: I do not understand the question or think it is confused,Strongly agree,Strongly agree,Strongly agree,Materialist
11/13/2024 21:58:24,Some formal education in philosophy (high school or otherwise),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Slightly agree,Unsure: I understand the question,Unsure: I do not understand the question or think it is confused,Strongly agree,Slightly agree,Unsure: I understand the question,Unsure: I understand the question,Slightly disagree,Unsure: I do not understand the question or think it is confused,Slightly disagree,Strongly Disagree,Slightly disagree,Unsure: I do not understand the question or think it is confused,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Strongly agree,Unsure
11/14/2024 0:29:13,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Unsure: I do not understand the question,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Strongly agree,Strongly Disagree,Slightly agree,Unsure: I do not understand the question or think it is confused,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Materialist
11/14/2024 3:45:35,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Materialist
11/14/2024 4:52:54,I am an academic full-time philosopher,"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Slightly agree,Strongly agree,Unsure: I understand the question,Strongly agree,Unsure: I understand the question,Slightly agree,Slightly agree,Monist
11/14/2024 4:59:14,Personal Interest (I read philosophy books and listen to philosophy podcasts),Asia,Strongly agree,Strongly agree,Strongly agree,Unsure: I do not understand the question,Unsure: I do not understand the question or think it is confused,Unsure: I understand the question,Slightly agree,Slightly disagree,Strongly Disagree,Slightly disagree,Slightly agree,Strongly agree,Slightly disagree,Strongly Disagree,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Strongly Disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Materialist
11/14/2024 9:41:15,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,Unsure: I understand the question,Strongly agree,Strongly agree,Strongly Disagree,Unsure: I understand the question,Unsure: I do not understand the question or think it is confused,Slightly disagree,Strongly agree,Slightly agree,Unsure: I do not understand the question or think it is confused,Strongly agree,Strongly Disagree,Strongly agree,Slightly disagree,Strongly agree,Strongly agree,Whatever who cares 
11/14/2024 9:48:47,Formal university education in philosophy,"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Unsure: I understand the question,Slightly agree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Unsure: I understand the question,Strongly agree,Strongly agree,Dualist
11/14/2024 15:33:39,Some formal education in philosophy (high school or otherwise),"Western World (North America, EU, AUS/NZ)",Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Strongly Disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly Disagree,Strongly Disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Materialist
11/14/2024 17:21:57,Some formal education in philosophy (high school or otherwise),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Slightly agree,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Slightly agree,Strongly Disagree,Strongly Disagree,Slightly disagree,Unsure: I understand the question,Slightly disagree,Slightly agree,Slightly disagree,Unsure: I do not understand the question or think it is confused,Strongly Disagree,Strongly Disagree,Unsure: I do not understand the question or think it is confused,Unsure: I understand the question,Unsure: I do not understand the question or think it is confused,Unsure: I understand the question,Unsure
11/14/2024 17:49:55,Some formal education in philosophy (high school or otherwise),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Unsure: I do not understand the question or think it is confused,Unsure: I understand the question,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Unsure: I understand the question,Strongly agree,Strongly agree,Strongly Disagree,Unsure: I understand the question,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Panpsychist
11/14/2024 18:33:02,Some formal education in philosophy (high school or otherwise),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Unsure: I do not understand the question,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Strongly agree,Slightly agree,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Strongly agree,Strongly agree,Strongly Disagree,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Unsure
11/14/2024 18:45:42,Some formal education in philosophy (high school or otherwise),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Strongly Disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Materialist
11/14/2024 22:24:16,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Slightly agree,Slightly agree,Slightly agree,Strongly agree,Unsure: I do not understand the question or think it is confused,Strongly agree,Slightly agree,Slightly disagree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly Disagree,Strongly Disagree,Strongly agree,Unsure: I do not understand the question or think it is confused,Slightly disagree,Strongly agree,Strongly agree,Slightly disagree,Slightly agree,Idealist
11/15/2024 3:06:31,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Unsure: I understand the question,Slightly disagree,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Strongly Disagree,Strongly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly Disagree,Strongly agree,Strongly agree,Unsure: I understand the question,Strongly agree,Unsure
